,id,tweet_text,tweet_date,query_used,filtered_words,join_words,sentiment
188,1037875807589486593,"ESTUDO: ter MAIS PRAZO para um [mesmo] #trabalho aumenta a percepção de #complexidade, o esforço investido na solução... e aumenta a procrastinação e a probabilidade das pessoas desistirem da tarefa! tá aqui: https://t.co/aHb85fD8gb. os humanos são movidos a ""isso é pra ontem""... https://t.co/pIumsspIXE",Fri Sep 07 01:30:49 +0000 2018,#trabalho,"['estudo', 'ter', 'prazo', 'trabalho', 'aumenta', 'percepcao', 'complexidad', 'esforco', 'investido', 'solucao', 'aumenta', 'procrastinacao', 'probabilidad', 'pessoa', 'desistirem', 'tarefa', 'ta', 'aqui', 'humano', 'sao', 'movido', 'pra', 'ontem']",estudo ter prazo trabalho aumenta percepcao complexidad esforco investido solucao aumenta procrastinacao probabilidad pessoa desistirem tarefa ta aqui humano sao movido pra ontem,2
189,1046715665070133250,"Esses antibióticos que eu tomo é fodaa , :(",Mon Oct 01 10:57:16 +0000 2018,:(,"['antibiotico', 'tomo', 'fodaa']",antibiotico tomo fodaa,1
190,1049270593806381056,@perecilaa Agora estamos sem saber pra onde correr :(,Mon Oct 08 12:09:38 +0000 2018,:(,"['perecilaa', 'agora', 'saber', 'pra', 'ond', 'correr']",perecilaa agora saber pra ond correr,1
191,1044894493072412672,Rainha Paola da Bélgica sofre um derrame https://t.co/FNu4hZNfIV,Wed Sep 26 10:20:35 +0000 2018,exame,"['rainha', 'paola', 'belgica', 'sofr', 'derram']",rainha paola belgica sofr derram,2
192,1044753609215410176,Ricci Rh - Assessoria de Carreira - Acompanhe o depoimento do nosso cliente #RicciSucesso #RicciRh #MomentoRicci #DicasDesucesso #DicasRH #ClaudioRiccioppo #EmpresáriosDeSucesso #Trabalho #Emprego #RecolocaçãoProfissional #Depoimento https://t.co/fpoxJbvnDW https://t.co/VVYaiK6GF4,Wed Sep 26 01:00:45 +0000 2018,#trabalho,"['ricci', 'rh', 'assessoria', 'carreira', 'acompanh', 'depoimento', 'client', 'riccisucesso', 'riccirh', 'momentoricci', 'dicasdesucesso', 'dicasrh', 'claudioriccioppo', 'empresariosdesucesso', 'trabalho', 'emprego', 'recolocacaoprofission', 'depoimento']",ricci rh assessoria carreira acompanh depoimento client riccisucesso riccirh momentoricci dicasdesucesso dicasrh claudioriccioppo empresariosdesucesso trabalho emprego recolocacaoprofission depoimento,2
193,1045473835825410048,@natammy Mandei DM. Verifica lá. :),Fri Sep 28 00:42:41 +0000 2018,:),"['natammi', 'mandei', 'dm', 'verifica', 'la']",natammi mandei dm verifica la,1
194,1046794461274165249,@DY95PJM @imasunflowxr Não gosto quando meu amorzinho chora. :( amo você.,Mon Oct 01 16:10:22 +0000 2018,:(,"['dypjm', 'imasunflowxr', 'nao', 'gosto', 'amorzinho', 'chora', 'amo', 'voce']",dypjm imasunflowxr nao gosto amorzinho chora amo voce,0
195,1046752791425937410,"@msantoro1978 Queria enquadrar esse tuíte pra posteridade. Até postei na ""outra rede"", com os devidos créditos, claro. :)",Mon Oct 01 13:24:47 +0000 2018,:),"['msantoro', 'queria', 'enquadrar', 'tuit', 'pra', 'posteridad', 'ate', 'postei', 'outra', 'rede', 'devido', 'credito', 'claro']",msantoro queria enquadrar tuit pra posteridad ate postei outra rede devido credito claro,1
196,1044353285342351360,Trump diz que Kim Jong-Un tem sido 'incrível' https://t.co/xIeBSJGRLU #G1 https://t.co/FUIjGq5C74,Mon Sep 24 22:30:01 +0000 2018,g1,"['trump', 'diz', 'kim', 'jong', 'un', 'sido', 'incrivel', 'g']",trump diz kim jong un sido incrivel g,2
197,1049115263692619776,@im3ns3 De nadaaa . :),Mon Oct 08 01:52:25 +0000 2018,:),"['imn', 'nadaaa']",imn nadaaa,1
198,1046725249562300417,"Ah nem, vou ter que esperar até quinta pra saber minha nota de química :(((",Mon Oct 01 11:35:21 +0000 2018,:(,"['ah', 'vou', 'ter', 'esperar', 'ate', 'quinta', 'pra', 'saber', 'nota', 'quimica']",ah vou ter esperar ate quinta pra saber nota quimica,0
199,1046946968218587138,@thouartxme eu quero momoi :( https://t.co/xz4X5aMjY3,Tue Oct 02 02:16:23 +0000 2018,:(,"['thouartxm', 'quero', 'momoi']",thouartxm quero momoi,0
200,1048782395414122496,"Em eleição polarizada, país vai às urnas para escolher seu 38º presidente https://t.co/uqHrukx5UX",Sun Oct 07 03:49:43 +0000 2018,veja,"['eleicao', 'polarizada', 'pai', 'vai', 'urna', 'escolh', 'president']",eleicao polarizada pai vai urna escolh president,2
201,1039136409452302338,&gt;@EstadaoInter Chanceler diz que crise econômica é promovida para justificar intervenção militar na Venezuela https://t.co/BvTsx9rE2L https://t.co/pyT5hDPYn5,Mon Sep 10 13:00:00 +0000 2018,estadao,"['gt', 'estadaoint', 'chancel', 'diz', 'crise', 'economica', 'promovida', 'justificar', 'intervencao', 'militar', 'venezuela']",gt estadaoint chancel diz crise economica promovida justificar intervencao militar venezuela,2
202,1049286695076724736,@joanaiag Eu quero que tu te fodas :) amanhã às 9:30?,Mon Oct 08 13:13:37 +0000 2018,:),"['joanaiag', 'quero', 'foda', 'amanha']",joanaiag quero foda amanha,0
203,1034548841285144577,Cientistas descobrem ligação entre estresse e doenças autoimunes. Assista a reportagem no link: https://t.co/aQhyWWveSi 🎥📺🇧🇷 ••• #FalaBrasil #Jornalismo #Matéria #Notícia #RecordTVBelém https://t.co/4CUo3UMPEq,Tue Aug 28 21:10:39 +0000 2018,#noticia,"['cientista', 'descobrem', 'ligacao', 'estress', 'doenca', 'autoimun', 'assista', 'reportagem', 'link', 'falabrasil', 'jornalismo', 'materia', 'noticia', 'recordtvbelem']",cientista descobrem ligacao estress doenca autoimun assista reportagem link falabrasil jornalismo materia noticia recordtvbelem,2
204,1036676630884900864,Já no CRECI-RJ esperando a solenidade de entrega da Carteira de Corretora Estagiária 😊 🏡 #cacaurodriguesoficial #corretoradeimoveis #PrivilegioImóveis #amelhordorio #work #trabalho… https://t.co/KzKWBtev8p,Mon Sep 03 18:05:43 +0000 2018,#trabalho,"['ja', 'creci', 'rj', 'esperando', 'solenidad', 'entrega', 'carteira', 'corretora', 'estagiaria', 'cacaurodriguesofici', 'corretoradeimovei', 'privilegioimovei', 'amelhordorio', 'work', 'trabalho']",ja creci rj esperando solenidad entrega carteira corretora estagiaria cacaurodriguesofici corretoradeimovei privilegioimovei amelhordorio work trabalho,2
205,1049289836551704576,"ah gente vms esquecer um pouco de política e lembrar q essa semana tem a nossa camila aqui no Brasil,q é triste pois n vou :( https://t.co/PIydAr7JzH",Mon Oct 08 13:26:06 +0000 2018,:(,"['ah', 'gent', 'vm', 'esquec', 'pouco', 'politica', 'lembrar', 'q', 'semana', 'camila', 'aqui', 'brasil', 'q', 'trist', 'poi', 'n', 'vou']",ah gent vm esquec pouco politica lembrar q semana camila aqui brasil q trist poi n vou,0
206,1045346479639007234,"Já está na loja... é uma peça Linda... :) Camiseiro nórdico em pau santo, com 6 gavetas ORIGEM: Dinamarca, anos 60 ESTADO: Peça restaurada DIMENSÕES (cm): Comprimento: 82 Profundidade: 40 Altura: 112",Thu Sep 27 16:16:37 +0000 2018,:),"['ja', 'loja', 'peca', 'linda', 'camiseiro', 'nordico', 'pau', 'santo', 'gaveta', 'origem', 'dinamarca', 'ano', 'estado', 'peca', 'restaurada', 'dimenso', 'cm', 'comprimento', 'profundidad', 'altura']",ja loja peca linda camiseiro nordico pau santo gaveta origem dinamarca ano estado peca restaurada dimenso cm comprimento profundidad altura,1
207,1047334006239514625,"me amarro em ver meu irmão online e n me responde, gosto assim :)",Wed Oct 03 03:54:20 +0000 2018,:),"['amarro', 'ver', 'irmao', 'onlin', 'n', 'respond', 'gosto', 'assim']",amarro ver irmao onlin n respond gosto assim,0
208,1049136523994652672,"@giovannalbraga Poxa, chateadissima :( vamos simmm!",Mon Oct 08 03:16:53 +0000 2018,:(,"['giovannalbraga', 'poxa', 'chateadissima', 'vamo', 'simmm']",giovannalbraga poxa chateadissima vamo simmm,0
209,1048206763558916096,"@httpstupd Ah, estou bem com esse fato. Mas obrigada pela preocupação :)",Fri Oct 05 13:42:21 +0000 2018,:),"['ah', 'bem', 'fato', 'obrigada', 'preocupacao']",ah bem fato obrigada preocupacao,2
210,1045431301388603394,@centralmarmotas Melhoras pro seu pai :3 Tomate q de tá certo :D,Thu Sep 27 21:53:40 +0000 2018,:),"['centralmarmota', 'melhora', 'pro', 'pai', 'tomat', 'q', 'ta', 'certo', 'd']",centralmarmota melhora pro pai tomat q ta certo d,0
211,1047067830720638976,@BertaLiebher Bem que eu tentei :(,Tue Oct 02 10:16:39 +0000 2018,:(,"['bertaliebh', 'bem', 'tentei']",bertaliebh bem tentei,1
212,1046967990531629057,@mechamoigor apois é nesse mesmo que ficarás famoso!!!! DSFHUIFSDHU eu ja ia brigar ctg q tua @ nesse site não é igori :(,Tue Oct 02 03:39:55 +0000 2018,:(,"['mechamoigor', 'apoi', 'ness', 'ficara', 'famoso', 'dsfhuifsdhu', 'ja', 'ia', 'brigar', 'ctg', 'q', 'ness', 'site', 'nao', 'igori']",mechamoigor apoi ness ficara famoso dsfhuifsdhu ja ia brigar ctg q ness site nao igori,0
213,1041960155951321088,"#NOVIDADE Vamos encher a tua casa de novidades irresistíveis para criares um ambiente de sonho no teu espacinho mais especial. Entra e conhece a nossa coleção lar, doce lar &gt; https://t.co/EO2EGRtMnB #mrwonderful https://t.co/Sl9VI5fjjE",Tue Sep 18 08:00:34 +0000 2018,#novidade,"['novidad', 'vamo', 'encher', 'casa', 'novidad', 'irresistivei', 'criar', 'ambient', 'sonho', 'espacinho', 'especi', 'entra', 'conhec', 'colecao', 'lar', 'doce', 'lar', 'gt', 'mrwonder']",novidad vamo encher casa novidad irresistivei criar ambient sonho espacinho especi entra conhec colecao lar doce lar gt mrwonder,2
214,1046727961339203585,"🆘gente fugiu um dog da raça Fila, marrom, 8 anos, uns 40cm de altura e ta com coleira... aqui na rua de casa em pinhais🆘🆘🆘🆘 :(",Mon Oct 01 11:46:07 +0000 2018,:(,"['gent', 'fugiu', 'dog', 'raca', 'filum', 'marrom', 'ano', 'un', 'cm', 'altura', 'ta', 'coleira', 'aqui', 'rua', 'casa', 'pinhai']",gent fugiu dog raca filum marrom ano un cm altura ta coleira aqui rua casa pinhai,1
215,1044757193868734464,Haddad rebate propaganda do PSDB e diz que tucanos romperam a normalidade democrática https://t.co/Julf7mbIM9,Wed Sep 26 01:15:00 +0000 2018,estadao,"['haddad', 'rebat', 'propaganda', 'psdb', 'diz', 'tucano', 'romperam', 'normalidad', 'democratica']",haddad rebat propaganda psdb diz tucano romperam normalidad democratica,2
216,1050774738434498560,"@araujocaaa1 Parabéns, ganhou o prêmio de escrota do dia, à frente até do Frota preso por não pagar a pensão :)",Fri Oct 12 15:46:34 +0000 2018,:),"['araujocaaa', 'paraben', 'ganhou', 'premio', 'escrota', 'dia', 'frent', 'ate', 'frota', 'preso', 'nao', 'pagar', 'pensao']",araujocaaa paraben ganhou premio escrota dia frent ate frota preso nao pagar pensao,1
217,1046730911289671681,"Ontem o ensaio foi ótimo, uma pena a Lya não poder :((( Aii to ansiosa, vai ter muita novidadeee",Mon Oct 01 11:57:51 +0000 2018,:(,"['ontem', 'ensaio', 'otimo', 'pena', 'lya', 'nao', 'poder', 'aii', 'to', 'ansiosa', 'vai', 'ter', 'muita', 'novidadee']",ontem ensaio otimo pena lya nao poder aii to ansiosa vai ter muita novidadee,0
218,1049255724612800512,o yuta é tão lindo :(,Mon Oct 08 11:10:33 +0000 2018,:(,"['yuta', 'tao', 'lindo']",yuta tao lindo,0
219,1048930200854167552,"Dois presos, dois pesos e duas medidas https://t.co/BhAMccctt7",Sun Oct 07 13:37:02 +0000 2018,folha,"['doi', 'preso', 'doi', 'peso', 'dua', 'medida']",doi preso doi peso dua medida,2
220,1039445949083529216,EDITORIAL: Defesa eloquente da democracia https://t.co/hA4Fgoquky https://t.co/rbrMqjgZ7o,Tue Sep 11 09:30:00 +0000 2018,estadao,"['editori', 'defesa', 'eloquent', 'democracia']",editori defesa eloquent democracia,2
221,1046773083485474816,"Nem acredito que a semana universitária acabou e eu não fiz metade de nada que eu queria fazer, nem descansar :(",Mon Oct 01 14:45:25 +0000 2018,:(,"['acredito', 'semana', 'universitaria', 'acab', 'nao', 'fiz', 'metad', 'nada', 'queria', 'fazer', 'descansar']",acredito semana universitaria acab nao fiz metad nada queria fazer descansar,0
222,1049153310266200065,@cabeyostra :( eu quero ir pra Frankfurt ilegalmente,Mon Oct 08 04:23:36 +0000 2018,:(,"['cabeyostra', 'quero', 'ir', 'pra', 'frankfurt', 'ilegalment']",cabeyostra quero ir pra frankfurt ilegalment,0
223,1046942477020815360,so queria que meu amor chegasse logo :(,Tue Oct 02 01:58:32 +0000 2018,:(,"['so', 'queria', 'amor', 'chegass', 'logo']",so queria amor chegass logo,0
224,1046790616603131904,pq vc me odeia tanto???? :((( tu é a pessoa mais linda e perfeita desse mundo https://t.co/jHPNlQ9gmJ,Mon Oct 01 15:55:06 +0000 2018,:(,"['pq', 'vc', 'odeia', 'tanto', 'pessoa', 'linda', 'perfeita', 'dess', 'mundo']",pq vc odeia tanto pessoa linda perfeita dess mundo,0
225,1046925444581416961,aqui em campinas :( https://t.co/4MS0g5e8HF,Tue Oct 02 00:50:51 +0000 2018,:(,"['aqui', 'campina']",aqui campina,1
226,1046243873629130752,mano eu gostava tanto dele :( https://t.co/cClpuVJA6z,Sun Sep 30 03:42:32 +0000 2018,:(,"['mano', 'gostava', 'tanto']",mano gostava tanto,0
227,1048397045588021250,"tirei 16 na prova de cálculo, valendo 20 :D",Sat Oct 06 02:18:28 +0000 2018,:),"['tirei', 'prova', 'calculo', 'valendo', 'd']",tirei prova calculo valendo d,0
228,1045969431828955136,Amoêdo critica 'voto útil' e diz que 1º turno é para 'votar em quem acredita' https://t.co/8yw0JRE7Ye #G1 https://t.co/byeNtpXdM0,Sat Sep 29 09:32:00 +0000 2018,g1,"['amoedo', 'critica', 'voto', 'util', 'diz', 'turno', 'votar', 'acredita', 'g']",amoedo critica voto util diz turno votar acredita g,2
229,1044777606661505025,"#Opinião #EspaçoColorado 🇮🇩 A mesma imprensa que dizia que o #Inter brigaria p/ não cair, agora muda o foco e diz que é obrigação ganhar o #Brasileirão2018. Qualquer outra colocação é fracasso. Hipócritas: O INTER NÃO TEM ESSA OBRIGAÇÃO. #Fato: Já Superamos todas expectativas",Wed Sep 26 02:36:07 +0000 2018,#fato,"['opiniao', 'espacocolorado', 'mesma', 'imprensa', 'dizia', 'inter', 'brigaria', 'p', 'nao', 'cair', 'agora', 'muda', 'foco', 'diz', 'obrigacao', 'ganhar', 'brasileirao', 'qualquer', 'outra', 'colocacao', 'fracasso', 'hipocrita', 'inter', 'nao', 'obrigacao', 'fato', 'ja', 'superamo', 'toda', 'expectativa']",opiniao espacocolorado mesma imprensa dizia inter brigaria p nao cair agora muda foco diz obrigacao ganhar brasileirao qualquer outra colocacao fracasso hipocrita inter nao obrigacao fato ja superamo toda expectativa,2
230,1045353768009822208,@TheSilkyFeather Pas de soucis :),Thu Sep 27 16:45:34 +0000 2018,:),"['thesilkyfeath', 'pa', 'souci']",thesilkyfeath pa souci,1
231,1045514828905943041,"Advinha quem vai ter acesso a beta do PES 2019 Mobile? hehe, fico feliz de ter inscritos que me ajudam nesse trampo. Vlw David :)",Fri Sep 28 03:25:34 +0000 2018,:),"['advinha', 'vai', 'ter', 'acesso', 'beta', 'pe', 'mobil', 'hehe', 'fico', 'feliz', 'ter', 'inscrito', 'ajudam', 'ness', 'trampo', 'vlw', 'david']",advinha vai ter acesso beta pe mobil hehe fico feliz ter inscrito ajudam ness trampo vlw david,1
232,1032020326341910528,"@JotaInfo O cara tá condenado! #fato Discussão é a gradação da pena (qts anos), por isso fica solto. Brasilllll é P.H.O.D.A.",Tue Aug 21 21:43:14 +0000 2018,#fato,"['jotainfo', 'cara', 'ta', 'condenado', 'fato', 'discussao', 'gradacao', 'pena', 'qt', 'ano', 'fica', 'solto', 'brasillll', 'p', 'h', 'd']",jotainfo cara ta condenado fato discussao gradacao pena qt ano fica solto brasillll p h d,2
233,1049446350729940992,Derrota de líderes do MDB nas urnas pode prejudicar leilão da Eletrobras https://t.co/iA4ULrWkKf,Mon Oct 08 23:48:02 +0000 2018,folha,"['derrota', 'lider', 'mdb', 'urna', 'pode', 'prejudicar', 'leilao', 'eletrobra']",derrota lider mdb urna pode prejudicar leilao eletrobra,2
234,1049300743595933697,ei sorria :) https://t.co/JafGfLGUx6,Mon Oct 08 14:09:26 +0000 2018,:),"['ei', 'sorria']",ei sorria,1
235,1048309352837386240,&gt;@Estadao França investiga desaparecimento de chefe da Interpol após viagem à China https://t.co/ADNGwOR4nU,Fri Oct 05 20:30:01 +0000 2018,estadao,"['gt', 'estadao', 'franca', 'investiga', 'desaparecimento', 'chefe', 'interpol', 'apo', 'viagem', 'china']",gt estadao franca investiga desaparecimento chefe interpol apo viagem china,2
236,1034978138709798913,Veja o que é #FATO ou #FAKE nas entrevistas de Jair Bolsonaro para o Jornal Nacional e para o Jornal das Dez https://t.co/62MBlu6qOP,Thu Aug 30 01:36:31 +0000 2018,#fato,"['veja', 'fato', 'fake', 'entrevista', 'jair', 'bolsonaro', 'jornal', 'nacion', 'jornal', 'dez']",veja fato fake entrevista jair bolsonaro jornal nacion jornal dez,2
237,1046798612393578496,"tenho medo q n seja isso q Deus quer mesmo com tantos avisos, eu realmente n quero me decepcionar e nem me magoar, quero ter uma vida cm ele :(",Mon Oct 01 16:26:52 +0000 2018,:(,"['medo', 'q', 'n', 'q', 'deu', 'quer', 'tanto', 'aviso', 'realment', 'n', 'quero', 'decepcionar', 'magoar', 'quero', 'ter', 'vida', 'cm']",medo q n q deu quer tanto aviso realment n quero decepcionar magoar quero ter vida cm,0
238,1034864516369199109,Veja o que é #FATO ou #FAKE nas entrevistas de Bolsonaro ao JN e J10 https://t.co/XLowTAMoKx,Wed Aug 29 18:05:02 +0000 2018,#fato,"['veja', 'fato', 'fake', 'entrevista', 'bolsonaro', 'jn', 'j']",veja fato fake entrevista bolsonaro jn j,2
239,1048206209935921152,@LuluSantos coroão :),Fri Oct 05 13:40:09 +0000 2018,:),"['lulusanto', 'coroao']",lulusanto coroao,1
240,1047540370417090560,Sabes que estas gorda quando partes uma placa do ringue a meio :),Wed Oct 03 17:34:21 +0000 2018,:),"['sabe', 'gorda', 'part', 'placa', 'ringu', 'meio']",sabe gorda part placa ringu meio,1
241,1049152184410095619,@helljikook tudo bem :((,Mon Oct 08 04:19:07 +0000 2018,:(,"['helljikook', 'tudo', 'bem']",helljikook tudo bem,1
242,1041821600549662721,&gt;@EstadaoCultura Fnac fecha as portas na Avenida Paulista; só resta uma loja no Brasil https://t.co/uTm74TamK7,Mon Sep 17 22:50:00 +0000 2018,estadao,"['gt', 'estadaocultura', 'fnac', 'fecha', 'porta', 'avenida', 'paulista', 'so', 'resta', 'loja', 'brasil']",gt estadaocultura fnac fecha porta avenida paulista so resta loja brasil,2
243,1041313578844909568,3 de cada 4 deputados contrários ao ‘fundão’ pediram acesso a recurso https://t.co/81aWtLHo0p,Sun Sep 16 13:11:18 +0000 2018,exame,"['cada', 'deputado', 'contrario', 'fundao', 'pediram', 'acesso', 'recurso']",cada deputado contrario fundao pediram acesso recurso,1
244,1047314974136303616,@hometovwn @_IzaEscher Beijos pra duas :D,Wed Oct 03 02:38:42 +0000 2018,:),"['hometovwn', 'izaesch', 'beijo', 'pra', 'dua', 'd']",hometovwn izaesch beijo pra dua d,1
245,1045409857287974919,@kpop_mi_vida Nunca :),Thu Sep 27 20:28:27 +0000 2018,:),"['kpop', 'mi', 'vida', 'nunca']",kpop mi vida nunca,0
246,1045452064212611072,sou a pessoa mais feliz do mundo no dia de hoje :))),Thu Sep 27 23:16:10 +0000 2018,:),"['pessoa', 'feliz', 'mundo', 'dia', 'hoje']",pessoa feliz mundo dia hoje,1
247,1046777234076446720,ainda to brava por ter sido invadida de madrugada e perder meu tuit fixado :(,Mon Oct 01 15:01:55 +0000 2018,:(,"['ainda', 'to', 'brava', 'ter', 'sido', 'invadida', 'madrugada', 'perder', 'tuit', 'fixado']",ainda to brava ter sido invadida madrugada perder tuit fixado,1
248,1033552387607285760,@ralf_rooney @RG0297 @marcao97fm É Mesmo?🤔Será Que É Isso Mesmo?🤔#Katzoporra #Fato 🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌🤣🦌 https://t.co/3q9fxvuQb3,Sun Aug 26 03:11:06 +0000 2018,#fato,"['ralf', 'rooney', 'rg', 'marcaofm', 'serum', 'katzoporra', 'fato']",ralf rooney rg marcaofm serum katzoporra fato,2
249,1049284077071880192,"@gvgvfarao @TonhoDrinks Isso nao pode ser apenas retardo. Aí tem. Se nao for dinheiro, no minimo - NO MINIMO - ele foi corneado por um bolsominion.:P Mas o mais provável é ele ter tomado algum toco qdo se ofereceu pra campanha do Jair, ou do PSL, mesmo. Porque isso nao eh burrice: eh ciume/recalque.",Mon Oct 08 13:03:13 +0000 2018,:),"['gvgvfarao', 'tonhodrink', 'nao', 'pode', 'ser', 'apena', 'retardo', 'ai', 'nao', 'dinheiro', 'minimo', 'minimo', 'corneado', 'bolsominion', 'p', 'provavel', 'ter', 'tomado', 'algum', 'toco', 'qdo', 'ofereceu', 'pra', 'campanha', 'jair', 'psl', 'porqu', 'nao', 'eh', 'burric', 'eh', 'cium', 'recalqu']",gvgvfarao tonhodrink nao pode ser apena retardo ai nao dinheiro minimo minimo corneado bolsominion p provavel ter tomado algum toco qdo ofereceu pra campanha jair psl porqu nao eh burric eh cium recalqu,1
250,1046775066602733568,@httpsoulstorm Adoto de graça :)),Mon Oct 01 14:53:18 +0000 2018,:),"['adoto', 'graca']",adoto graca,1
251,1046753119827300353,@matneomat Todo castigo pra corno eh pouco :(,Mon Oct 01 13:26:06 +0000 2018,:(,"['matneomat', 'todo', 'castigo', 'pra', 'corno', 'eh', 'pouco']",matneomat todo castigo pra corno eh pouco,1
252,1045495166897917952,@leonelcaldela Valeu! :D Parabéns pela tattoo!!!,Fri Sep 28 02:07:26 +0000 2018,:),"['leonelcaldela', 'valeu', 'd', 'paraben', 'tattoo']",leonelcaldela valeu d paraben tattoo,1
253,1045441734392647682,@Seninha155 me leva também :),Thu Sep 27 22:35:07 +0000 2018,:),"['seninha', 'lev', 'tambem']",seninha lev tambem,1
254,1049266937564413955,Bom dia!! Block e soneca comendo solto hoje!! :),Mon Oct 08 11:55:07 +0000 2018,:),"['bom', 'dia', 'block', 'soneca', 'comendo', 'solto', 'hoje']",bom dia block soneca comendo solto hoje,1
255,1050770222104363009,"Bom dia alias, feliz dia das crianças :D",Fri Oct 12 15:28:37 +0000 2018,:),"['bom', 'dia', 'alia', 'feliz', 'dia', 'crianca', 'd']",bom dia alia feliz dia crianca d,1
256,1049297622895419392,"@bru_blackwitch @felcastilho estou com vergonha e nojo da nossa região, Bruna :(",Mon Oct 08 13:57:02 +0000 2018,:(,"['bru', 'blackwitch', 'felcastilho', 'vergonha', 'nojo', 'regiao', 'bruna']",bru blackwitch felcastilho vergonha nojo regiao bruna,1
257,1046948869031043072,@marcelusluna @KaioFN21 sexta :(,Tue Oct 02 02:23:56 +0000 2018,:(,"['marcelusluna', 'kaiofn', 'sexta']",marcelusluna kaiofn sexta,0
258,1046768488944160768,"@derbada Simmm :( Isso me faz interagir só de forma superficial com umas pessoas msm, minha cabeça é toda coisada. Inclusive tenho um pouco disso ctg!",Mon Oct 01 14:27:10 +0000 2018,:(,"['derbada', 'simmm', 'faz', 'interagir', 'so', 'forma', 'superfici', 'uma', 'pessoa', 'msm', 'cabeca', 'toda', 'coisada', 'inclus', 'pouco', 'disso', 'ctg']",derbada simmm faz interagir so forma superfici uma pessoa msm cabeca toda coisada inclus pouco disso ctg,1
259,1046709594070929408,"@marrtainn Eu nego há MUITO tempo, acho que já está na hora :((",Mon Oct 01 10:33:08 +0000 2018,:(,"['marrtainn', 'nego', 'ha', 'tempo', 'acho', 'ja', 'hora']",marrtainn nego ha tempo acho ja hora,1
260,1046776268971266053,eu tbm :(( https://t.co/nZ89yWX71c,Mon Oct 01 14:58:05 +0000 2018,:(,['tbm'],tbm,1
261,1049254554896928768,"@believewolves nossa amiga, que pesado :(. mas ficou tudo bem ?",Mon Oct 08 11:05:54 +0000 2018,:(,"['believewolv', 'amiga', 'pesado', 'ficou', 'tudo', 'bem']",believewolv amiga pesado ficou tudo bem,0
262,1049165166892523520,não fala assim que eu fico nervoso :(( https://t.co/KaiVcVxIyE,Mon Oct 08 05:10:42 +0000 2018,:(,"['nao', 'fala', 'assim', 'fico', 'nervoso']",nao fala assim fico nervoso,0
263,1049313867770355712,"@fernanda_froes Todo mundo que não votaria nele já saiu, menos tu :( Pode ser um sinal!? Hahah",Mon Oct 08 15:01:36 +0000 2018,:(,"['fernanda', 'froe', 'todo', 'mundo', 'nao', 'votaria', 'nele', 'ja', 'saiu', 'meno', 'pode', 'ser', 'sinal', 'hahah']",fernanda froe todo mundo nao votaria nele ja saiu meno pode ser sinal hahah,1
264,1045345062987722752,@carvalho_msc Obrigada! Amém! :),Thu Sep 27 16:10:59 +0000 2018,:),"['carvalho', 'msc', 'obrigada', 'amem']",carvalho msc obrigada amem,1
265,1046750323224784896,@zjmflour noossa que legal td d bomm pra vc nesse ano que vem :),Mon Oct 01 13:14:59 +0000 2018,:),"['zjmflour', 'noossa', 'legal', 'td', 'd', 'bomm', 'pra', 'vc', 'ness', 'ano', 'vem']",zjmflour noossa legal td d bomm pra vc ness ano vem,1
266,1051790381308923905,"Lindos, fofos e com muito amor pra dar 😍😻❤️ ⠀⠀⠀⠀⠀⠀⠀⠀⠀ Acesse: https://t.co/V2IKDvnlC5 ⠀⠀⠀⠀⠀⠀⠀⠀⠀ #Catmypet #VidaDeGato #Cat #GatoInterativo #week #miau #work #trabalho #fofura #gatinho #gato https://t.co/Nel0zpj2Jo",Mon Oct 15 11:02:22 +0000 2018,#trabalho,"['lindo', 'fofo', 'amor', 'pra', 'dar', 'acess', 'catmypet', 'vidadegato', 'cat', 'gatointerativo', 'week', 'miau', 'work', 'trabalho', 'fofura', 'gatinho', 'gato']",lindo fofo amor pra dar acess catmypet vidadegato cat gatointerativo week miau work trabalho fofura gatinho gato,2
267,1047419181514338304,outros desconheço :),Wed Oct 03 09:32:47 +0000 2018,:),"['outro', 'desconheco']",outro desconheco,1
268,1047502532153696258,"CP - és linda, não te conheço mas pareces ser uma rapariga mt simpática :)",Wed Oct 03 15:03:59 +0000 2018,:),"['cp', 'e', 'linda', 'nao', 'conheco', 'parec', 'ser', 'rapariga', 'mt', 'simpatica']",cp e linda nao conheco parec ser rapariga mt simpatica,1
269,1045425600641536002,@ghostdreee @fuckhatersnigga @nmefodamacabeca Ela ja sb q ctg e assim :)),Thu Sep 27 21:31:00 +0000 2018,:),"['ghostdree', 'fuckhatersnigga', 'nmefodamacabeca', 'ja', 'sb', 'q', 'ctg', 'assim']",ghostdree fuckhatersnigga nmefodamacabeca ja sb q ctg assim,1
